run,block,thread,state,uniques,visited,visited_percent,vts,total_visited
0,,,,,7.87801e+06,54.9032,250,60873086
1,,,,,9.24754e+06,64.4477,500,60866787
2,,,,,9.90674e+06,69.0418,750,60878001
3,,,,,1.03589e+07,72.1931,1000,60869871
4,,,,,1.06884e+07,74.4894,1250,60868935
5,,,,,1.09834e+07,76.5454,1500,60865433
6,,,,,1.1181e+07,77.9222,1750,60879173
7,,,,,1.13088e+07,78.8129,2000,60874723
8,,,,,1.14453e+07,79.764,2250,60867234
9,,,,,1.15807e+07,80.7078,2500,60860708
10,,,,,1.16874e+07,81.4516,2750,60877010
11,,,,,1.17833e+07,82.1198,3000,60875084
12,,,,,1.18815e+07,82.8041,3250,60871842
13,,,,,1.19565e+07,83.3267,3500,60874729
14,,,,,1.20267e+07,83.8163,3750,60870983
15,,,,,1.20749e+07,84.1522,4000,60870622
16,,,,,1.21313e+07,84.5454,4250,60875245
17,,,,,1.21774e+07,84.8661,4500,60869051
18,,,,,1.22098e+07,85.092,4750,60880786
19,,,,,1.22514e+07,85.3822,5000,60869931
20,,,,,1.2295e+07,85.6862,5250,60872597
21,,,,,1.23347e+07,85.9626,5500,60872506
22,,,,,1.2369e+07,86.2017,5750,60877249
23,,,,,1.23973e+07,86.3992,6000,60875144
24,,,,,1.24415e+07,86.7069,6250,60872396
25,,,,,1.24898e+07,87.0434,6500,60866745
26,,,,,1.25238e+07,87.2804,6750,60876130
27,,,,,1.25409e+07,87.4,7000,60875903
28,,,,,1.25599e+07,87.5323,7250,60870909
29,,,,,1.25852e+07,87.7087,7500,60870045
30,,,,,1.26142e+07,87.9107,7750,60879859
31,,,,,1.26302e+07,88.0218,8000,60873967
32,,,,,1.26618e+07,88.2424,8250,60871257
33,,,,,1.26845e+07,88.4005,8500,60877096
34,,,,,1.26976e+07,88.4916,8750,60874263
35,,,,,1.27274e+07,88.6993,9000,60876648
36,,,,,1.2752e+07,88.871,9250,60872844
37,,,,,1.27621e+07,88.9414,9500,60876637
38,,,,,1.27728e+07,89.0161,9750,60870072
39,,,,,1.27901e+07,89.1367,10000,60876060
40,,,,,1.28091e+07,89.2688,10250,60873824
41,,,,,1.28233e+07,89.368,10500,60872557
42,,,,,1.28355e+07,89.453,10750,60874204
43,,,,,1.28457e+07,89.5239,11000,60873998
44,,,,,1.28613e+07,89.6328,11250,60871603
45,,,,,1.28693e+07,89.6881,11500,60869072
46,,,,,1.28788e+07,89.7548,11750,60874834
47,,,,,1.28942e+07,89.8618,12000,60870625
48,,,,,1.29072e+07,89.9523,12250,60883625
49,,,,,1.29214e+07,90.0513,12500,60877258
50,,,,,1.29295e+07,90.1078,12750,60880709
51,,,,,1.29409e+07,90.1871,13000,60880737
52,,,,,1.29458e+07,90.2212,13250,60874911
53,,,,,1.29613e+07,90.3297,13500,60867518
54,,,,,1.29752e+07,90.4261,13750,60864938
55,,,,,1.29834e+07,90.4834,14000,60871821
56,,,,,1.29925e+07,90.5473,14250,60866123
57,,,,,1.30094e+07,90.6645,14500,60872409
58,,,,,1.30136e+07,90.6942,14750,60873120
59,,,,,1.30187e+07,90.7299,15000,60865733
60,,,,,1.30277e+07,90.7925,15250,60870198
61,,,,,1.30381e+07,90.8649,15500,60862994
62,,,,,1.30465e+07,90.9232,15750,60873060
63,,,,,1.3053e+07,90.9686,16000,60881277
64,,,,,1.3059e+07,91.0102,16250,60867658
65,,,,,1.30639e+07,91.0442,16500,60884740
66,,,,,1.30707e+07,91.0923,16750,60872770
67,,,,,1.30833e+07,91.1794,17000,60871106
68,,,,,1.30882e+07,91.2142,17250,60880745
69,,,,,1.31002e+07,91.2979,17500,60869021
70,,,,,1.31065e+07,91.3416,17750,60869712
71,,,,,1.31129e+07,91.3858,18000,60877099
72,,,,,1.31181e+07,91.4221,18250,60876698
73,,,,,1.31187e+07,91.4266,18500,60870789
74,,,,,1.31297e+07,91.5031,18750,60867119
75,,,,,1.31419e+07,91.5882,19000,60867648
76,,,,,1.31568e+07,91.6919,19250,60865983
77,,,,,1.31593e+07,91.7094,19500,60864761
78,,,,,1.31631e+07,91.736,19750,60876605
79,,,,,1.31689e+07,91.7762,20000,60876799
80,,,,,1.31741e+07,91.8128,20250,60869191
81,,,,,1.31877e+07,91.9071,20500,60869244
82,,,,,1.31984e+07,91.9817,20750,60872702
83,,,,,1.32024e+07,92.0096,21000,60873442
84,,,,,1.32099e+07,92.0617,21250,60876544
85,,,,,1.3214e+07,92.0908,21500,60871159
86,,,,,1.32157e+07,92.1027,21750,60877287
87,,,,,1.322e+07,92.1324,22000,60872403
88,,,,,1.3224e+07,92.1601,22250,60871586
89,,,,,1.32305e+07,92.2058,22500,60874177
90,,,,,1.32334e+07,92.2258,22750,60879215
91,,,,,1.32356e+07,92.2411,23000,60872432
92,,,,,1.32376e+07,92.255,23250,60874372
93,,,,,1.32466e+07,92.3178,23500,60874508
94,,,,,1.32541e+07,92.3701,23750,60873512
95,,,,,1.32554e+07,92.3794,24000,60871123
96,,,,,1.32578e+07,92.3956,24250,60874136
97,,,,,1.3266e+07,92.4528,24500,60881900
98,,,,,1.32712e+07,92.4895,24750,60879948
99,,,,,1.32741e+07,92.5097,25000,60874448
100,,,,,1.32815e+07,92.5612,25250,60879826
101,,,,,1.32875e+07,92.6031,25500,60869539
102,,,,,1.32877e+07,92.6046,25750,60866952
103,,,,,1.3293e+07,92.6409,26000,60866413
104,,,,,1.32952e+07,92.6564,26250,60882604
105,,,,,1.32977e+07,92.6736,26500,60863583
106,,,,,1.3304e+07,92.7179,26750,60877621
107,,,,,1.33105e+07,92.7634,27000,60880379
108,,,,,1.33129e+07,92.7797,27250,60865690
109,,,,,1.33167e+07,92.8062,27500,60875841
110,,,,,1.33298e+07,92.8974,27750,60882928
111,,,,,1.33327e+07,92.9177,28000,60875109
112,,,,,1.33349e+07,92.9333,28250,60872149
113,,,,,1.3337e+07,92.9482,28500,60874501
114,,,,,1.33373e+07,92.9497,28750,60872634
115,,,,,1.33411e+07,92.9763,29000,60870489
116,,,,,1.33424e+07,92.9852,29250,60875104
117,,,,,1.33444e+07,92.9993,29500,60871504
118,,,,,1.33468e+07,93.0159,29750,60868799
119,,,,,1.3349e+07,93.0316,30000,60866206
120,,,,,1.33523e+07,93.0547,30250,60865208
121,,,,,1.3355e+07,93.0735,30500,60873402
122,,,,,1.33575e+07,93.0905,30750,60877493
123,,,,,1.33593e+07,93.1031,31000,60878857
124,,,,,1.33624e+07,93.125,31250,60882684
125,,,,,1.33651e+07,93.1436,31500,60876304
126,,,,,1.33668e+07,93.1558,31750,60872036
127,,,,,1.33699e+07,93.177,32000,60871028
128,,,,,1.33748e+07,93.2115,32250,60876402
129,,,,,1.33766e+07,93.2241,32500,60876503
130,,,,,1.33766e+07,93.2241,32750,60878745
131,,,,,1.3378e+07,93.2335,33000,60870886
132,,,,,1.33806e+07,93.252,33250,60876611
133,,,,,1.33811e+07,93.2552,33500,60878685
134,,,,,1.33852e+07,93.2839,33750,60873033
135,,,,,1.33892e+07,93.3115,34000,60875434
136,,,,,1.33927e+07,93.3359,34250,60874921
137,,,,,1.33934e+07,93.3406,34500,60868246
138,,,,,1.34024e+07,93.4037,34750,60880857
