run,block,thread,state,uniques,visited,visited_percent,vts,total_visited
0,,,,,9.08102e+06,63.2872,250,64970157
1,,,,,1.04478e+07,72.8126,500,64972115
2,,,,,1.11801e+07,77.9163,750,64970732
3,,,,,1.15666e+07,80.6094,1000,64972442
4,,,,,1.18806e+07,82.7978,1250,64972668
5,,,,,1.2111e+07,84.4037,1500,64969201
6,,,,,1.22857e+07,85.621,1750,64970360
7,,,,,1.2401e+07,86.4247,2000,64968332
8,,,,,1.25433e+07,87.4167,2250,64969868
9,,,,,1.26583e+07,88.2181,2500,64968583
10,,,,,1.2724e+07,88.6756,2750,64970756
11,,,,,1.27786e+07,89.0561,3000,64972736
12,,,,,1.28406e+07,89.4883,3250,64971567
13,,,,,1.29064e+07,89.9472,3500,64968913
14,,,,,1.29438e+07,90.2079,3750,64971557
15,,,,,1.29979e+07,90.5846,4000,64971180
16,,,,,1.30443e+07,90.9077,4250,64972009
17,,,,,1.30902e+07,91.2276,4500,64969571
18,,,,,1.31263e+07,91.4796,4750,64970517
19,,,,,1.31749e+07,91.8185,5000,64969710
20,,,,,1.3206e+07,92.0347,5250,64971319
21,,,,,1.32216e+07,92.1437,5500,64972222
22,,,,,1.32442e+07,92.3013,5750,64970169
23,,,,,1.32666e+07,92.4571,6000,64971451
24,,,,,1.32898e+07,92.6192,6250,64971157
25,,,,,1.33124e+07,92.7765,6500,64972605
26,,,,,1.33498e+07,93.0374,6750,64971089
27,,,,,1.33683e+07,93.166,7000,64971484
28,,,,,1.33902e+07,93.3184,7250,64970627
29,,,,,1.34181e+07,93.5128,7500,64969926
30,,,,,1.34282e+07,93.5836,7750,64971324
31,,,,,1.34559e+07,93.7766,8000,64968726
32,,,,,1.34673e+07,93.8562,8250,64970757
33,,,,,1.34788e+07,93.9363,8500,64969166
34,,,,,1.3489e+07,94.0069,8750,64971563
35,,,,,1.34905e+07,94.0179,9000,64971689
36,,,,,1.35015e+07,94.0942,9250,64971333
37,,,,,1.35189e+07,94.2155,9500,64970866
38,,,,,1.35346e+07,94.325,9750,64970506
39,,,,,1.35515e+07,94.4427,10000,64970995
40,,,,,1.35698e+07,94.5703,10250,64972040
41,,,,,1.35803e+07,94.6438,10500,64971039
42,,,,,1.35943e+07,94.7413,10750,64971384
43,,,,,1.35984e+07,94.7698,11000,64971964
44,,,,,1.36036e+07,94.8061,11250,64974322
45,,,,,1.36205e+07,94.9238,11500,64972385
46,,,,,1.36257e+07,94.9597,11750,64971548
47,,,,,1.36312e+07,94.998,12000,64974478
48,,,,,1.36331e+07,95.0115,12250,64970169
49,,,,,1.36394e+07,95.0551,12500,64970241
50,,,,,1.3645e+07,95.0944,12750,64971839
51,,,,,1.36476e+07,95.1123,13000,64970346
52,,,,,1.36521e+07,95.1438,13250,64971191
53,,,,,1.36603e+07,95.2008,13500,64971188
54,,,,,1.36724e+07,95.2852,13750,64971938
55,,,,,1.36794e+07,95.3341,14000,64970648
56,,,,,1.36862e+07,95.3812,14250,64969949
57,,,,,1.36936e+07,95.433,14500,64972066
58,,,,,1.37019e+07,95.4907,14750,64974674
59,,,,,1.37099e+07,95.5465,15000,64972033
60,,,,,1.37151e+07,95.5828,15250,64971469
61,,,,,1.37224e+07,95.6341,15500,64970631
62,,,,,1.37277e+07,95.6708,15750,64969752
63,,,,,1.37287e+07,95.6774,16000,64971054
64,,,,,1.37386e+07,95.7466,16250,64971258
65,,,,,1.37412e+07,95.7649,16500,64970242
66,,,,,1.37473e+07,95.8072,16750,64969355
67,,,,,1.37522e+07,95.8413,17000,64971344
68,,,,,1.37569e+07,95.8745,17250,64972835
69,,,,,1.37626e+07,95.9136,17500,64969454
70,,,,,1.37659e+07,95.9369,17750,64971423
71,,,,,1.37696e+07,95.9627,18000,64970999
72,,,,,1.37752e+07,96.0015,18250,64971063
73,,,,,1.37803e+07,96.0371,18500,64972375
74,,,,,1.37854e+07,96.073,18750,64971541
75,,,,,1.37866e+07,96.0812,19000,64968640
76,,,,,1.37877e+07,96.0891,19250,64972088
77,,,,,1.37928e+07,96.1242,19500,64971508
78,,,,,1.3799e+07,96.1677,19750,64971309
79,,,,,1.38036e+07,96.1995,20000,64972403
80,,,,,1.38068e+07,96.2221,20250,64973160
81,,,,,1.38121e+07,96.2586,20500,64969704
82,,,,,1.38172e+07,96.2944,20750,64971281
83,,,,,1.38192e+07,96.3087,21000,64970276
84,,,,,1.38245e+07,96.3456,21250,64972138
85,,,,,1.38307e+07,96.3887,21500,64971139
86,,,,,1.38345e+07,96.4152,21750,64969215
87,,,,,1.38424e+07,96.4699,22000,64970796
88,,,,,1.38448e+07,96.4871,22250,64973764
89,,,,,1.38536e+07,96.5478,22500,64970739
90,,,,,1.38569e+07,96.571,22750,64969126
91,,,,,1.38592e+07,96.587,23000,64973149
92,,,,,1.38662e+07,96.636,23250,64967850
93,,,,,1.3869e+07,96.6555,23500,64972146
94,,,,,1.3869e+07,96.6555,23750,64970762
95,,,,,1.38717e+07,96.6741,24000,64969773
96,,,,,1.38731e+07,96.6842,24250,64969626
97,,,,,1.38768e+07,96.7096,24500,64967855
98,,,,,1.38813e+07,96.7413,24750,64970788
99,,,,,1.38822e+07,96.7472,25000,64970124
100,,,,,1.38848e+07,96.7659,25250,64970078
101,,,,,1.38889e+07,96.7938,25500,64971657
102,,,,,1.38938e+07,96.8286,25750,64968634
103,,,,,1.38967e+07,96.8487,26000,64971563
104,,,,,1.39009e+07,96.8776,26250,64970192
105,,,,,1.39051e+07,96.9073,26500,64971736
106,,,,,1.39062e+07,96.9149,26750,64972009
107,,,,,1.39085e+07,96.9309,27000,64970044
108,,,,,1.39146e+07,96.973,27250,64969074
109,,,,,1.3917e+07,96.99,27500,64969894
110,,,,,1.39194e+07,97.007,27750,64970642
111,,,,,1.39209e+07,97.0172,28000,64971244
112,,,,,1.39229e+07,97.0308,28250,64971191
113,,,,,1.39281e+07,97.0671,28500,64970417
114,,,,,1.39327e+07,97.0993,28750,64969060
115,,,,,1.39332e+07,97.1027,29000,64970085
116,,,,,1.39332e+07,97.1027,29250,64969416
117,,,,,1.39372e+07,97.1308,29500,64971812
118,,,,,1.39372e+07,97.1308,29750,64970457
119,,,,,1.39425e+07,97.1675,30000,64969438
120,,,,,1.39454e+07,97.188,30250,64971360
121,,,,,1.3948e+07,97.206,30500,64971096
122,,,,,1.39545e+07,97.2513,30750,64970970
123,,,,,1.39555e+07,97.2582,31000,64971048
124,,,,,1.39572e+07,97.2701,31250,64972217
125,,,,,1.39597e+07,97.2873,31500,64970607
126,,,,,1.39599e+07,97.289,31750,64971402
127,,,,,1.39635e+07,97.3142,32000,64969759
128,,,,,1.39654e+07,97.3271,32250,64969281
129,,,,,1.39685e+07,97.349,32500,64972120
130,,,,,1.39705e+07,97.3627,32750,64970746
131,,,,,1.39715e+07,97.3695,33000,64969014
132,,,,,1.39742e+07,97.3888,33250,64971080
133,,,,,1.39756e+07,97.3983,33500,64971468
134,,,,,1.39772e+07,97.4094,33750,64969142
135,,,,,1.39776e+07,97.4124,34000,64970873
136,,,,,1.39776e+07,97.4124,34250,64970405
137,,,,,1.39798e+07,97.4279,34500,64971059
138,,,,,1.3981e+07,97.4361,34750,64969880
139,,,,,1.39854e+07,97.4666,35000,64969691
140,,,,,1.39861e+07,97.4717,35250,64972036
141,,,,,1.39886e+07,97.4889,35500,64972880
142,,,,,1.39905e+07,97.502,35750,64969573
143,,,,,1.39906e+07,97.5029,36000,64970667
144,,,,,1.39922e+07,97.5141,36250,64967507
145,,,,,1.39922e+07,97.5141,36500,64971064
